id,level,status,note,ground_truth,predicted_table
L3-Q-MED-007,MED,correct,Value-level match against ground truth; output is markdown table.,"คำตอบ: B2C basket ที่มี `basket_total_thb` สูงที่สุดทั้ง corpus คือ: - `txn_id`: `TXN-202411-03026757` - `branch_code`: `BKK-EMSP` - `basket_total_thb`: `320,300` บาท - `business_event_date`: `2024-11-03` ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_SALES.csv` - กรอง `is_b2b = false` - เรียง `basket_total_thb` จากมากไปน้อย - ดึงแถวแรก","| txn_id | branch_code | basket_total_thb |
| --- | --- | --- |
| TXN-202411-03026757 | BKK-EMSP | 320,300.00 |"
L3-Q-MED-008,MED,correct,Value-level match against ground truth; output is markdown table.,"คำตอบ: Top 5 ลูกค้า B2B ปี 2024 ตามยอดซื้อรวม `net_total_thb`: | rank | customer_id | net_total_thb | |---:|---|---:| | 1 | `CUST-L3-B2B-002600` | `7,548,210` | | 2 | `CUST-L3-B2B-021100` | `7,405,700` | | 3 | `CUST-L3-B2B-019600` | `6,817,740` | | 4 | `CUST-L3-B2B-026300` | `6,774,900` | | 5 | `CUST-L3-B2B-003500` | `6,758,870` | ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_SALES.csv` - กรอง `is_b2b = true` - กรอง `business_event_date` อยู่ในปี 2024 - group by `customer_id` - sum `net_total_thb` - เรียงจากมากไปน้อย","| customer_id | net_total_thb |
| --- | --- |
| CUST-L3-B2B-002600 | 7,548,210.00 |
| CUST-L3-B2B-021100 | 7,405,700.00 |
| CUST-L3-B2B-019600 | 6,817,740.00 |
| CUST-L3-B2B-026300 | 6,774,900.00 |
| CUST-L3-B2B-003500 | 6,758,870.00 |"
L3-Q-MED-009,MED,correct,Value-level match against ground truth; output is markdown table.,คำตอบ: สำหรับวันที่ `2025-02-15` policy return window ที่มีผลบังคับใช้คือ: - `return_window_days`: `14` วัน - `policy_version_id`: `1` - effective period: `2024-01-01` ถึง `2025-03-01` - scope: `global` ดังนั้นลูกค้าซื้อและรับของวันที่ `2025-02-15` มีสิทธิ์คืนสินค้าได้ภายใน `14` วันนับจากวันที่รับสินค้า ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/DIM_POLICY_VERSION.csv` - กรอง `policy_variable = return_window_days` - กรอง `scope_filter = global` - เลือก policy ที่ `effective_date <= 2025-02-15` และ `end_date >= 2025-02-15`,"| policy_version_id | policy_variable | value_numeric | effective_date | end_date |
| --- | --- | --- | --- | --- |
| 1 | return_window_days | 14.00 | 2024-01-01 | 2025-03-01 |"
L3-Q-MED-010,MED,correct,Value-level match against ground truth; output is markdown table.,"คำตอบ: วันที่ `2025-03-20` refund threshold ที่มีผลบังคับใช้คือ: - refund threshold: `5,000` บาท - `policy_version_id`: `12` - effective date: `2025-03-15` - end date: ยังไม่มี end date - scope: `global` ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/DIM_POLICY_VERSION.csv` - กรอง `policy_variable = refund_threshold_thb` - กรอง `scope_filter = global` - เลือก policy ที่ครอบคลุมวันที่ `2025-03-20`","| policy_version_id | policy_variable | value_numeric | effective_date | end_date |
| --- | --- | --- | --- | --- |
| 12 | refund_threshold_thb | 5,000.00 | 2025-03-15 |  |"
L3-Q-MED-011,MED,correct,Value-level match against ground truth; output is markdown table.,คำตอบ: ช่วง `2025-12-25` ถึง `2025-12-31` มีรายการคืนสินค้าทั้งหมด: - total returns: `74` รายการ แยกตาม `return_reason`: | return_reason | count | |---|---:| | `customer_change_of_mind` | `74` | ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_RETURN.csv` - กรอง `business_event_date` ตั้งแต่ `2025-12-25` ถึง `2025-12-31` แบบรวมสองวัน - count `return_id` - group by `return_reason`,"| total_returns | return_reason | count_per_reason |
| --- | --- | --- |
| 74 | customer_change_of_mind | 74 |"
L3-Q-MED-012,MED,correct,Value-level match against ground truth; output is markdown table.,"คำตอบ: ถ้านับเฉพาะ credit หรือ `amount_thb > 0` และไม่รวม `account_id = KBANK-OPER` บัญชีที่มี credit volume รวมสูงที่สุดคือ: - `account_id`: `OPER-BKK-SIAM` - credit volume รวม: `579,680,857` บาท ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_BANK_TRANSACTION.csv` - กรอง `amount_thb > 0` - กรองออก `account_id = KBANK-OPER` - group by `account_id` - sum `amount_thb` - เรียงจากมากไปน้อย","| account_id | credit_volume_thb |
| --- | --- |
| OPER-BKK-SIAM | 579,680,857.00 |"
L3-Q-MED-013,MED,correct,Value-level match against ground truth; output is markdown table.,"คำตอบ: Top 3 SKU ตาม gross revenue จาก `line_total_thb` ตลอด corpus: | rank | sku_id | brand_family | gross revenue | |---:|---|---|---:| | 1 | `DN-LT-010` | `Dawn` | `228,465,900` | | 2 | `SF-Galaxy-Pro-2568` | `SaiFah` | `169,993,000` | | 3 | `SKU-MASS-019` | `FahMai` | `159,538,600` | ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_SALES_LINE_ITEM.csv` - group by `sku_id` - sum `line_total_thb` - ใช้ `tables/DIM_PRODUCT.csv` join เพื่อดึง `brand_family`","| sku_id | brand_family | gross_revenue_thb |
| --- | --- | --- |
| DN-LT-010 | Dawn | 228,465,900.00 |
| SF-Galaxy-Pro-2568 | SaiFah | 169,993,000.00 |
| SKU-MASS-019 | FahMai | 159,538,600.00 |"
L3-Q-MED-014,MED,correct,Value-level match against ground truth; output is markdown table.,"คำตอบ: ใช้ช่วง pre-launch ก่อนเปิดตัว `SF-Galaxy-Pro-2568` คือข้อมูลตั้งแต่ `2024-01-01` ถึง `2025-07-14` - Offline หรือหน้าร้านทุกสาขาที่ไม่ใช่ `REMOTE`: average basket size = `58,040.03` บาทต่อ transaction - Online หรือ `branch_code = REMOTE`: average basket size = `37,993.83` บาทต่อ transaction จำนวน transaction ที่ใช้คำนวณ: - Offline/non-REMOTE: `79,321` transactions - Online/REMOTE: `10,049` transactions ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_SALES.csv` - กรอง `business_event_date < 2025-07-15` - แยก offline ด้วย `branch_code != REMOTE` - แยก online ด้วย `branch_code = REMOTE` - average `basket_total_thb` - วัน launch ของ SKU อ้างอิงจากคำถามและตรวจได้จาก `tables/DIM_PRODUCT.csv` โดย `SF-Galaxy-Pro-2568` มี `launch_date = 2025-07-15`","| channel_group | avg_basket_total_thb | transaction_count |
| --- | --- | --- |
| offline | 58,040.03 | 79321 |
| online | 37,993.83 | 10049 |"
L3-Q-MED-015,MED,correct,Value-level match against ground truth; output is markdown table.,คำตอบ: `NT-LT-001` เคยถูก recall ใช่ มี status history ทั้งหมด `3` records ตามลำดับเวลา: | order | status | transition_date | |---:|---|---| | 1 | `normal` | `2024-01-01` | | 2 | `active` | `2025-09-10` | | 3 | `completed` | `2025-10-15` | ถ้านับเฉพาะการเปลี่ยนสถานะจากสถานะก่อนหน้า จะมี `2` transitions: - `normal -> active` วันที่ `2025-09-10` - `active -> completed` วันที่ `2025-10-15` ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/dim_product_recall_history.csv` - กรอง `sku_id = NT-LT-001` - เรียงตาม `transition_date`,"| status_record_count | status | transition_date |
| --- | --- | --- |
| 3 | normal | 2024-01-01 |
| 3 | active | 2025-09-10 |
| 3 | completed | 2025-10-15 |"
L3-Q-MED-016,MED,correct,Value-level match against ground truth; output is markdown table.,"คำตอบ: คำนวณปี 2025 ด้วยสูตร: `return rate = จำนวน distinct return_id / จำนวน distinct sales txn_id` รวม `REMOTE` เพราะเป็น `branch_code` ใน `FACT_SALES` และ `FACT_RETURN` - สาขาที่ return rate สูงสุด: `HKT-FEST` - sales transactions: `3,970` - return events: `271` - return rate: `6.83%` - สาขาที่ return rate ต่ำสุด: `REMOTE` - sales transactions: `8,150` - return events: `316` - return rate: `3.88%` หมายเหตุ: ถ้าต้องการเฉพาะ physical branch และตัด `REMOTE` ออก สาขาที่ต่ำสุดคือ `KKC-CTRL` ที่ `4.97%` ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_SALES.csv` นับ distinct `txn_id` ปี 2025 ต่อ `branch_code` - ใช้ `tables/FACT_RETURN.csv` นับ distinct `return_id` ปี 2025 ต่อ `branch_code` - join ด้วย `branch_code` - คำนวณ `return_id count / txn_id count`","| rate_position | branch_code | sales_transactions | return_events | return_rate_percent |
| --- | --- | --- | --- | --- |
| highest | HKT-FEST | 3970 | 271 | 6.83 |
| lowest | REMOTE | 8150 | 316 | 3.88 |"
L3-Q-MED-017,MED,correct,Value-level match against ground truth; output is markdown table.,"คำตอบ: สำหรับ `DN-LT-010` transaction ที่มียอดรวมเฉพาะ SKU นี้สูงสุดมีมูลค่า: - มูลค่า `DN-LT-010` สูงสุดต่อ transaction: `254,700` บาท - จำนวนเครื่องใน transaction นั้น: `3` เครื่อง มี transaction ที่ tie กันที่ยอดสูงสุดนี้ `4` รายการ: - `TXN-202411-09020300` - `TXN-202506-02002742` - `TXN-202508-12023200` - `TXN-202509-14028900` ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_SALES_LINE_ITEM.csv` - กรอง `sku_id = DN-LT-010` - group by `txn_id` - sum `line_total_thb` และ sum `quantity` - เรียงยอดรวมจากมากไปน้อย","| total_dn_lt_010_thb | quantity_dn_lt_010_units |
| --- | --- |
| 254,700.00 | 3 |"
L3-Q-MED-018,MED,correct,Value-level match against ground truth; output is markdown table.,"คำตอบ: ในปี 2025 รายการค่าธรรมเนียมธนาคารใน `FACT_BANK_TRANSACTION` ที่ `transaction_type = fee` มี: - จำนวนรายการ: `24` - ผลรวม `amount_thb`: `-15,600` บาท หมายเหตุ: ค่าเป็นลบเพราะเป็นเงินออก/ค่าธรรมเนียม ถ้าดูเป็น cost แบบค่าสัมบูรณ์คือ `15,600` บาท ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_BANK_TRANSACTION.csv` - กรอง `business_event_date` อยู่ในปี 2025 - กรอง `transaction_type = fee` - count rows และ sum `amount_thb`","| total_count | total_amount_thb |
| --- | --- |
| 24 | -15,600.00 |"
L3-Q-MED-019,MED,correct,Value-level match against ground truth; output is markdown table.,"คำตอบ: จำนวน distinct `sku_id` ที่ขายในปี 2025 แยกตามเดือน มกราคมถึงธันวาคม คือ: `(109, 109, 109, 109, 109, 109, 110, 110, 110, 110, 110, 110)` แปลตามเดือน: | month | distinct sku_id | |---:|---:| | Jan | `109` | | Feb | `109` | | Mar | `109` | | Apr | `109` | | May | `109` | | Jun | `109` | | Jul | `110` | | Aug | `110` | | Sep | `110` | | Oct | `110` | | Nov | `110` | | Dec | `110` | ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_SALES_LINE_ITEM.csv` - กรอง `business_event_date` อยู่ในปี 2025 - แปลงเดือนจาก `business_event_date` - group by month - count distinct `sku_id`","| month | distinct_sku_count |
| --- | --- |
| 2025-01 | 109 |
| 2025-02 | 109 |
| 2025-03 | 109 |
| 2025-04 | 109 |
| 2025-05 | 109 |
| 2025-06 | 109 |
| 2025-07 | 110 |
| 2025-08 | 110 |
| 2025-09 | 110 |
| 2025-10 | 110 |
| 2025-11 | 110 |
| 2025-12 | 110 |"
L3-Q-MED-020,MED,correct,Value-level match against ground truth; output is markdown table.,คำตอบ: ในปี 2025 วันของสัปดาห์ที่มี return events จากลูกค้า B2C มากที่สุดคือ: - วัน: `Thursday` - จำนวน return events: `536` จำนวนตามวันของสัปดาห์: | day_of_week | return events | |---|---:| | Thursday | `536` | | Friday | `519` | | Monday | `499` | | Saturday | `496` | | Wednesday | `496` | | Tuesday | `492` | | Sunday | `486` | ไฟล์ที่ใช้และวิธีหา: - ใช้ `tables/FACT_RETURN.csv` - ใช้ `tables/DIM_CUSTOMER.csv` - join ด้วย `customer_id` - กรอง `customer_type = B2C` - กรอง `business_event_date` อยู่ในปี 2025 - group by day-of-week จาก `business_event_date` - นับ distinct `return_id`,"| day_of_week | return_events |
| --- | --- |
| Thursday | 536 |"
L3-Q-XHARD-001,XHARD,wrong,Incorrect generic monthly counts; misses redemption/ROI/reconciliation answer.,"(1) redemption ทั้งหมด = 43; (2) phantom duplicate = 4; (3) unique หลังหัก phantom = 39; (4) net discount cost = 143,505.00 THB; (5) net revenue = 2,726,595.00 THB; ROI = 19.00 เท่า. Reconciliation: ยืนยันได้ว่า phantom ไม่มี cash flow ออกจริง — V-013 (PayWise) เป็น payment processor คิดค่าธรรมเนียมคงที่รายเดือน 12,500 THB (NET-30); เดือน 2025-07 จ่ายครั้งเดียว (VP-202508-1442135 settle ผ่าน BT-202508-192942665969 จำนวน -12,500 THB) และไม่มี bank transaction ผูกกับ redemption_id ใด ๆ จึงไม่มีเงินออกซ้ำจาก 4 รายการ phantom.","| event_month | event_fiscal_quarter | row_count |
| --- | --- | --- |
| 2025-10 | 4 | 2936 |
| 2025-07 | 3 | 2915 |
| 2025-12 | 4 | 2869 |
| 2025-05 | 2 | 2825 |
| 2025-03 | 1 | 2820 |
| 2025-09 | 3 | 2784 |
| 2025-01 | 1 | 2773 |
| 2025-08 | 3 | 2749 |
| 2025-11 | 4 | 2729 |
| 2025-06 | 2 | 2686 |
| 2025-02 | 1 | 2580 |
| 2025-04 | 2 | 2533 |"
L3-Q-XHARD-002,XHARD,wrong,Incorrect generic row count; misses invoice reconciliation answer.,"(1) invoice ID ที่ซ้ำ = PW-INV-2568-04823. (2) มี 2 payment record: VP-202504-9096124 และ VP-202509-15179906. (3) VP-202504-9096124: paid_amount_thb=89000.00, business_event_date=2025-03-31, posting_date=2025-04-05, invoice period=2025-03; VP-202509-15179906: paid_amount_thb=104500.00, business_event_date=2025-09-10, posting_date=2025-09-10, invoice period=2025-08. (4) resolve ตาม business_event_date: row แรก (2025-03-31) อยู่ภายใต้ V-013 v1 (effective 2024-01-01..2025-04-01, amendment_summary: ไม่มี/สัญญาฉบับแรก); row สอง (2025-09-10) อยู่ภายใต้ V-013 v3 (effective 2025-07-01..2025-10-01, amendment_summary: 'Yearly rate ladder'). (5) สองแถวอ้างคนละงวด invoice (มี.ค. vs ส.ค.) ภายใต้คนละ contract regime (v1 vs v3) จึงเป็น 2 instance อิสระ ไม่ใช่ตัวซ้ำที่ต้องยุบ. (6) bank cross-check: BT-202504-1067675454044 = -89000 (2025-04-05) และ BT-202509-30080391030 = -104500 (2025-09-10) เป็น withdrawal ผูก vendor=V-013 ตรงกับ paid_amount แต่ละแถว. (7) true over-payment = 0 บาท: เป็นการ recycle เลข invoice ข้าม regime หลัง schema cutover ไม่ใช่จ่ายซ้ำงวดเดียวกัน แต่ละ payment ตรงตาม regime ของตัวเองและมี cash out จริงรองรับ — flag จึงเป็น false positive.","| row_count |
| --- |
| 33199 |"
L3-Q-XHARD-003,XHARD,wrong,Partial recall history only; misses returns/refunds/warranty/reimbursement/net cost.,"(1) จาก dim_product_recall_history: NT-LT-001 เปลี่ยน normal→active วันที่ 2025-09-10 และ active→completed วันที่ 2025-10-15 (recall window = 2025-09-10 ถึง 2025-10-15). (2) returns ที่เกี่ยว filter ด้วย sku_id=NT-LT-001 และ return_reason='vendor recall — V-002 NovaTech battery' ในหน้าต่าง recall แล้ว join FACT_REFUND_PAID ด้วย return_id (จำนวนรายการและยอด refund รวม = ค่าคำนวณ ดู note). (3) DIM_POLICY_VERSION id=8: policy_variable=warranty_routing, value_text=novatech_service, effective 2025-06-01 (end_date ว่าง/ยังไม่ปิด) → เคลม warranty ของ NT-LT-001 ช่วงปกติ (posted 2025-07-08..2025-09-09) ต้อง route ไป novatech_service (NovaTech Service / V-002); FACT_WARRANTY_CLAIM.routing_destination ช่วงนี้ส่วนใหญ่เป็น novatech_service (มีบางเคสเป็น fahmai_cs ซึ่งไม่ตรงนโยบาย = noise). (4) refund payout ทุกแถวตัดจากบัญชี KBANK-OPER ของ FahMai (transaction_type=withdrawal, counterparty=ลูกค้า CUST-L3-…) → FahMai เป็นฝ่ายจ่ายเอง ไม่ใช่ NovaTech (V-002); ยอดรวม cash outflow = ค่าคำนวณ ดู note. (5) ไม่พบ deposit จาก V-002 ที่เป็น cost-recovery/reimbursement ใน FACT_BANK_TRANSACTION เลย และ FACT_VENDOR_PAYMENT ฝั่ง V-002 ไม่มีรายการ credit/ติดลบ → ไม่พบ vendor reimbursement ในข้อมูล. (6) ยืนยันเป็นตัวเลขสุดท้ายไม่ได้: gross refund outflow คำนวณได้แน่นอนและ recovery ที่บันทึกไว้ = 0 แต่เนื่องจากเป็น vendor recall ของ NovaTech ที่ตามปกติผู้ผลิตควรชดเชย ขณะที่ data lake (as-of 2026-01-15) ไม่มีธุรกรรม reimbursement บันทึกไว้ — การไม่มีรายการไม่ได้แปลว่าไม่มีหนี้ค้างชดเชย (อาจ settle ภายหลัง / ผ่าน credit note / หักกลบ payment รอบถัดไป) จึงสรุปได้แค่ net cost 'ตามที่บันทึก' = refund outflow − 0 แต่ตัวเลข net cost สุดท้ายที่ settle แล้วยืนยันจากข้อมูลที่มีไม่ได้.","| status_record_count | status | transition_date |
| --- | --- | --- |
| 3 | normal | 2024-01-01 |
| 3 | active | 2025-09-10 |
| 3 | completed | 2025-10-15 |"
L3-Q-XHARD-004,XHARD,wrong,Incorrect monthly sales table; misses decomposition requested by ground truth.,"โครงสร้างจาก operating-day gaps (FACT_SALES, authoritative): BKK-PKT เปิดเฉพาะ 2025-04-01..04-12 (12 op-days) แล้วปิดยาว 04-13..04-30. เทียบรายสาขา: ทุก physical store ขาดวันเดียวกัน 04-13..04-17 (5 วัน) = Songkran network-wide; BKK-PKT ปิดต่ออีก 04-18..04-30 (13 วัน) เป็นช่วงปิดเฉพาะ PKT (renovation/maintenance). observed gross sales เดือนเมษายนของ BKK-PKT อ่านได้ตรงจาก reports/2025-04/OPS_REPORT_2025-04.md (per-branch BKK-PKT) ตรงกับผลรวม FACT_SALES. (6) V-005 shortage (2025-04-15..05-12) ไม่ overlap กับวันที่ PKT เปิดในเมษายน (04-01..04-12) เพราะ shortage เริ่ม 04-15 หลัง PKT ปิดไปแล้ว → contribution ต่อ April PKT = 0. Root cause หลัก = ช่วงปิดเฉพาะ PKT (renovation, 13 วัน) ซึ่งกินสัดส่วนส่วนใหญ่ของยอดที่หาย ส่วน Songkran (5 วัน) เป็นปัจจัยฤดูกาลที่กระทบทุกสาขาเท่ากัน และ V-005 ไม่กระทบ PKT เลย. นัย: April dip เป็น one-off จากการปิดปรับปรุง ไม่ใช่ underperformance เชิงโครงสร้าง (May ฟื้นเป็น 27.57M สูงกว่า March) — ควรประเมิน capex จาก run-rate เดือนปกติ.","| event_month | branch_name_en | event_fiscal_quarter | total_net_total_thb |
| --- | --- | --- | --- |
| 2025-01 | FahMai Phuket Road | 1 | 32,656,200.00 |
| 2025-10 | FahMai Phuket Road | 4 | 31,044,300.00 |
| 2025-02 | FahMai Phuket Road | 1 | 30,559,100.00 |
| 2025-07 | FahMai Phuket Road | 3 | 30,216,505.00 |
| 2025-06 | FahMai Phuket Road | 2 | 29,261,000.00 |
| 2025-09 | FahMai Phuket Road | 3 | 28,965,000.00 |
| 2025-05 | FahMai Phuket Road | 2 | 27,571,100.00 |
| 2025-12 | FahMai Phuket Road | 4 | 26,905,260.00 |
| 2025-08 | FahMai Phuket Road | 3 | 26,519,700.00 |
| 2025-03 | FahMai Phuket Road | 1 | 26,032,400.00 |
| 2025-11 | FahMai Phuket Road | 4 | 24,540,076.00 |
| 2025-04 | FahMai Phuket Road | 2 | 10,668,300.00 |"
L3-Q-XHARD-005,XHARD,wrong,Incorrect branch-month row counts; misses loss attribution.,"โครงสร้างจาก FACT_SALES (authoritative): physical store ทั้ง 10 สาขามียอด 0 พร้อมกันวันที่ 2025-04-13..04-17 (5 วัน) — DIM_DATE ไม่ได้ flag holiday_name จึง infer ว่าเป็น Songkran network-wide closure จาก pattern ที่ทุกสาขาปิดพร้อมกัน. BKK-PKT มียอด 0 ต่อเนื่อง 04-18..04-30 (13 วัน) ขณะที่อีก 9 สาขากลับมาเปิดปกติ = ช่วงปิดเฉพาะ PKT. (1) Songkran loss คิดจาก baseline ต่อ op-day ของทุก physical branch × 5 วัน; (2) PKT incremental คิดจาก baseline PKT × 13 วัน; (3) = (1)+(2) ซึ่งอธิบาย ~95% ของ gap March→April (~56M). (4) Demand-side test: เทียบ per-op-day ของ 9 สาขา (ไม่นับ PKT, REMOTE) ในวัน April ที่เปิด เทียบ flanking baseline (Mar+May) — ผลคือ April per-op-day rate **สูงกว่า** baseline → **demand-side weakening = NO** (ตัวเลข rate/%/THB ดูวิธีคำนวณใน note). คำตัดสินสำหรับ board: April drop ~20% เป็น calendar/closure-driven เกือบทั้งหมด (Songkran ฤดูกาล + PKT renovation one-off) ไม่ใช่ความอ่อนแอของตลาด; underlying demand แข็งแรง สอดคล้อง May recovery 268.3M.","| event_month | branch_name_en | row_count |
| --- | --- | --- |
| 2025-10 | FahMai Phuket Road | 517 |
| 2025-06 | FahMai Phuket Road | 511 |
| 2025-07 | FahMai Phuket Road | 504 |
| 2025-01 | FahMai Phuket Road | 503 |
| 2025-05 | FahMai Phuket Road | 483 |
| 2025-09 | FahMai Phuket Road | 472 |
| 2025-12 | FahMai Phuket Road | 468 |
| 2025-08 | FahMai Phuket Road | 467 |
| 2025-03 | FahMai Phuket Road | 459 |
| 2025-11 | FahMai Phuket Road | 458 |
| 2025-02 | FahMai Phuket Road | 450 |
| 2025-04 | FahMai Phuket Road | 179 |"
L3-Q-XHARD-006,XHARD,wrong,Incorrect fiscal/month counts; misses refund violation tuple.,"(1) employee = EMP-L3-00010 (CS Agent, position_level=IC, dept_code=SUP — ตัวแรกเมื่อ sort by employee_id). พนักงานคนนี้มี refund ที่เป็น approver และ cosig_employee_id เป็น NULL ทั้งหมด 14 ราย (ยอด 2,500–8,000 THB, ช่วง 2024-04-15 ถึง 2025-12-22). เพดานอนุมัติของ IC/SUP เปลี่ยนที่ PM1 cutover (2025-02-15): policy v5 (ก่อน) IC ceiling=0 ต้องมี co-signer เสมอ → refund ไม่มี cosigner ทุกยอดเป็น violation; policy v6 (ตั้งแต่ 2025-02-15) มี row เฉพาะ IC+SUP ceiling=5,000 อนุมัติเดี่ยวได้ถึง 5,000 → violation เฉพาะยอด >5,000. ดังนั้นต้อง resolve เพดาน ณ business_event_date ของแต่ละ refund; ถ้าใช้เพดานปัจจุบัน (5,000) กับทุกแถว จะนับ pre-PM1 violations ไม่ครบ (ยอด ≤5,000 ช่วงก่อน PM1 จะถูกพลาด). ผล: ทั้ง 14 รายเป็น violation (pre-PM1 ยอด ≤5,000 แต่ ceiling=0; post-PM1 ยอด >5,000). cross-check: refund violation ทุกรายผูกกับ FACT_BANK_TRANSACTION บัญชี KBANK-OPER เป็น withdrawal จริง (จ่ายเงินครบ). ค่าตัวเลข (2)-(6) เป็นผลคำนวณ ดูวิธีใน note.","| event_fiscal_quarter | row_count |
| --- | --- |
| 3 | 963 |
| 4 | 922 |
| 2 | 853 |
| 1 | 770 |"
L3-Q-XHARD-007,XHARD,wrong,Incorrect/no violation taxonomy; misses requested investigation.,"(1) Missing Co-Signer:VP-CL-L2-1533451: 60,000 THB (2024-10-15),VP-CL-L2-54158968: 75,000 THB (2024-12-03),VP-CL-L2-13125759: 85,000 THB (2025-01-22),VP-CL-L2-91084441: 55,000 THB (2025-03-11),VP-CL-L2-54920102: 70,000 THB (2025-05-06) -> Count = 5 rows, Total = 345,000 THB
(2) Wrong-Tier:VP-CL-L2-124111847: 150,000 THB (2024-11-22),VP-CL-L2-64394697: 250,000 THB (2025-02-28),VP-CL-L2-141728529: 350,000 THB (2025-05-23) -> Count = 3 rows, Total = 750,000 THB
(3) Late-Signing:RFD-CL-L2-16641584: 3,500 THB (business_event 2024-11-08, posting 2024-11-20, delay 12 days),RFD-CL-L2-238238340: 4,500 THB (business_event 2025-02-15, posting 2025-02-25, delay 10 days),RFD-CL-L2-187708871: 5,500 THB (business_event 2025-04-04, posting 2025-04-15, delay 11 days),RFD-CL-L2-158105581: 6,200 THB (business_event 2025-06-12, posting 2025-06-22, delay 10 days) -> Count = 4 rows, Total = 19,700 THB
Grand Total: 12 rows, 1,114,700 THB","| row_count |
| --- |
| 0 |"
L3-Q-XHARD-008,XHARD,wrong,"Partial CEO row only; misses founder CEO, announcement/signing authority and refund co-sign analysis.","(1) Founder & CEO / Incoming CEO:Founder & CEO: EMP-L3-00001, Vichai Leelawong, Incoming CEO: EMP-L3-00013, Naret Vision
(2) วันที่แจ้งการเปลี่ยนผ่าน CEO อย่างเป็นทางการ: 2024-01-02
(3) จำนวนครั้งที่ signing authority ladder เปลี่ยนเวอร์ชัน (2024-01-01 to 2025-12-31): 1 ครั้ง| วัน effective_date: 2025-02-15 (policy_version 5 → 6) ;Policy 5: effective 2024-01-01, end 2025-02-15 ;Policy 6: effective 2025-02-15, no end date
(4) FACT_REFUND_PAID rows (pre vs post PM1 cutover):Before cutover (business_event_date < 2025-02-15): 4,015 rows|From cutover onwards (business_event_date >= 2025-02-15): 3,120 rows
(5) FACT_VENDOR_PAYMENT row VP-202509-15179906 วันที่ 2025-09-10 ใส่ EMP-L3-00001 เป็น cosig_employee_id:  ไม่เป็น anachronistic / data-quality concern | เหตุผล: EMP-L3-00001 (Vichai Leelawong) ยังมี status = active ใน DIM_EMPLOYEE (ไม่มี termination_date) และตำแหน่งยังเป็น CEO (C-level) ซึ่งมี signing authority ceiling = 5,000,000 THB การเปลี่ยนผ่าน CEO ยังไม่เสร็จสมบูรณ์ — Naret Vision ยังมี canon_role_label = ""Incoming CEO"" (ยังไม่ได้เข้ารับตำแหน่งอย่างเป็นทางการ) Vichai จึงยังมีอำนาจ co-sign ได้ตามปกติ
","| employee_id | first_name_en | last_name_en | position_title | canon_role_label |
| --- | --- | --- | --- | --- |
| EMP-L3-00013 | Naret | Vision | CEO | Incoming CEO |"
L3-Q-XHARD-009,XHARD,wrong,No matching answer rows; misses requested investigation.,"(1) Branch=branch_code: HKT-FEST,name_en: FahMai Phuket Festival
(2) SKU + Spec=sku_id: WK-SW-004,brand_family: WatchKit,category: smartwatch,msrp_thb: 5,900.00
(3) Batch-defect returns count: Count: 28 rows 
(4) Baseline return-rate 2024-Q4 (Oct-Dec 2024)=Returns: 0 rows (ไม่มี WK-SW-004 returns ที่ HKT-FEST ใน Q4-2024),Sales quantity: 21 (จาก FACT_SALES_LINE_ITEM join FACT_SALES ที่ branch=HKT-FEST, sku=WK-SW-004),Return-rate: 0 / 21 = 0.00%
(5) Observed return-rate 2025-Q2 (Apr-Jun 2025):Returns (ALL reasons): 29 rows,Sales quantity: 22,Return-rate: 29 / 22 = 131.82% (rate > 100% เพราะ batch-defect returns อ้างถึง original_txn_id ของ purchase รุ่นเก่ากว่า ไม่ใช่ in-quarter sales),ตอบ: 131.82%
(6) Total return_amount_thb ของ batch-defect rows: Total: 165,200 THB (28 × 5,900 MSRP)
(7) Approved-by analysis:Distinct approvers: 1 (EMP-L3-00010 อนุมัติทั้ง 28 rows) | Mode: EMP-L3-00010,dept_code: SUP,position_level: IC",(no rows)
L3-Q-XHARD-010,XHARD,wrong,Incorrect event counts; misses B2B anchor AR details.,"(1) customer_id: CUST-L3-B2B-000200
(2) customer_name_en: B2B Customer 000200 (first_name_en=""B2B Customer 000200"", last_name_en="""")
(3) account_manager_id: EMP-L3-00002 (Ben Account, B2B Account Manager)
(4) txn_id: TXN-CL-L5-40298991
(5) business_event_date: 2025-12-18
(6) net_total_thb: 18,000,001.20 THB
(7) total cross-fiscal open AR for CUST-L3-B2B-000200: 19,082,341.20 THB","| event_year | event_fiscal_year | row_count |
| --- | --- | --- |
| 2025 | 2568 | 13140 |"
